"","B.Code","A.Level.Name","Out.WG.Start","Out.WG.Unit"
"1132","JO1007","FE S",12,"kg"
"1133","JO1007","SS S",10.9,"kg"
"1134","JO1008","PR 0",15.33,"kg"
"1135","JO1008","PR 15",15.18,"kg"
"1136","JO1008","PR 22.5",15.03,"kg"
"1137","JO1008","PR 30",15.35,"kg"
"1138","JO1008","PR 7.5",15.25,"kg"
"1139","JO1009","MS",11.5,"kg"
"1140","JO1009","MT",11.5,"kg"
"1141","JO1009","UMT",11.5,"kg"
"1142","JO1009","UT",11.5,"kg"
"1143","JO1010","Control",20.71,"kg"
"1144","JO1010","LPBB",20.69,"kg"
"1145","JO1010","SCBB",19.29,"kg"
"1146","JO1010","UBB",19.26,"kg"
"1147","JO1011","Co",17.4,"kg"
"1148","JO1011","LL100",21.2,"kg"
"1149","JO1011","LL50",17.9,"kg"
"1150","JO1011","LL75",21.3,"kg"
"1151","JO1011","MO40",21.3,"kg"
"1152","JO1011","MO60",21.2,"kg"
"1153","JO1011","MO80",22.2,"kg"
"1154","JO1012","M0",32.4,"kg"
"1155","JO1012","M30",32.6,"kg"
"1156","JO1012","M60",32.5,"kg"
"1157","JO1013","PDS0",13.7,"kg"
"1158","JO1013","PDS25",13.7,"kg"
"1159","JO1013","PDS50",13.7,"kg"
"1160","JO1013","PDS75",13.7,"kg"
"1161","JO1014","Control",45.4,"kg"
"1162","JO1014","DMC40",45.4,"kg"
"1163","JO1014","DMC80",45.4,"kg"
"1164","JO1015","Feed 1",25.6,"kg"
"1165","JO1015","Feed 2",25.2,"kg"
"1166","JO1015","Feed 3",25,"kg"
"1167","JO1015","Feed 4",25.3,"kg"
"1168","JO1017","R1",38.5,"kg"
"1169","JO1017","R2",38.33,"kg"
"1170","JO1017","R3",38.33,"kg"
"1171","JO1017","R4",38.08,"kg"
"1172","JO1020","Ration 1",24.26,"kg"
"1173","JO1020","Ration 2",24.26,"kg"
"1174","JO1020","Ration 3",24.26,"kg"
"1175","JO1020","Ration 4",24.26,"kg"
"1176","JO1021","Afzelia africa",8.9,"kg"
"1177","JO1021","Annona senegalensis",8.9,"kg"
"1178","JO1021","Arachis hypogaea",8.9,"kg"
"1179","JO1021","Ficus gnaphalocarpa",8.9,"kg"
"1180","JO1021","Pericopsis laxiflo",8.9,"kg"
"1181","JO1021","Pterocarpus erinace",8.9,"kg"
"1182","JO1022","Feed 1",16.4,"kg"
"1183","JO1022","Feed 2",16.3,"kg"
"1184","JO1022","Feed 3",16.3,"kg"
"1185","JO1022","Feed 4",16.2,"kg"
"1186","JO1022","Feed 5",16.2,"kg"
"1187","JO1023","Cowpea 100g Lablab 225g NF",17.15,"kg"
"1188","JO1023","Cowpea 267g Lablab 100g NF",17.28,"kg"
"1189","JO1023","Cowpea 400g NF",17.13,"kg"
"1190","JO1023","Lablab 300g NF",17.12,"kg"
"1191","JO1024","T1 300CPH",27.84,"kg"
"1192","JO1024","T2 225CPH 75WB",28.26,"kg"
"1193","JO1024","T3 150CPH 150WB",28.4,"kg"
"1194","JO1024","T4 75CPH 225WB",27.52,"kg"
"1195","JO1024","T5 300WB",28.08,"kg"
"1196","JO1025","SPV 0",422.92,"kg"
"1197","JO1025","SPV 100",422.92,"kg"
"1198","JO1025","SPV 200",422.92,"kg"
"1199","JO1025","SPV 300",422.92,"kg"
"1200","JO1026","T1 PH100%",15.6,"kg"
"1201","JO1026","T2 PH100% 300CM",14.6,"kg"
"1202","JO1026","T3 PH100% 1HB",15.6,"kg"
"1203","JO1026","T4 PH100% 948HO",14.5,"kg"
"1204","JO1026","T5 PH100% 250HB 237HO 150CM",15.7,"kg"
"1205","JO1027","100C",21.1,"kg"
"1206","JO1027","100OV",21.2,"kg"
"1207","JO1027","33C 67OV",20.9,"kg"
"1208","JO1027","67C 33OV",21,"kg"
"1209","JO1028","T1 Feed",32.76,"kg"
"1210","JO1028","T2 Feed",32.77,"kg"
"1211","JO1028","T3 Feed",32.91,"kg"
"1212","JO1030","Diet A",20,"kg"
"1213","JO1030","Diet B",20.25,"kg"
"1214","JO1030","Diet C",20,"kg"
"1215","JO1031","GF",13.6,"kg"
"1216","JO1031","LC 10%",13.6,"kg"
"1217","JO1031","LC 15%",13.6,"kg"
"1218","JO1031","LC 20%",13.6,"kg"
"1219","JO1031","LC 25%",13.6,"kg"
"1220","JO1031","LC 5%",13.6,"kg"
"1221","JO1032","Diet WS40",97.39,"kg"
"1222","JO1032","Diet WS60",82.71,"kg"
"1223","JO1032","Diet WS80",9.25,"kg"
"1224","JO1033","Feed 1",19.91,"kg"
"1225","JO1033","Feed 2",20.42,"kg"
"1226","JO1033","Feed 3",20.058,"kg"
"1227","JO1033","Feed 4",20,"kg"
"1228","JO1034","Control Feed",7.5875,"kg"
"1229","JO1034","PBb 15 Feed",7.76,"kg"
"1230","JO1034","WBb 15 Feed",7.5725,"kg"
"1231","JO1035","Fattening Ac Feed",16.9,"kg"
"1232","JO1035","Fattening Ba Feed",16.8,"kg"
"1233","JO1036","Feed 1",17.12,"kg"
"1234","JO1036","Feed 2",17.4,"kg"
"1235","JO1036","Feed 3",17.4,"kg"
"1236","JO1036","Feed 4",17.6,"kg"
"1237","JO1036","Feed 5",17.5,"kg"
"1238","JO1037","0gFSF/KG Feed",19.8,"kg"
"1239","JO1037","20gFSF/KG Feed",19.8,"kg"
"1240","JO1037","40gFSF/KG Feed",19.8,"kg"
"1241","JO1037","60gFSF/KG Feed",19.8,"kg"
"1242","JO1038","Feed 1",21.6,"kg"
"1243","JO1038","Feed 2",21.9,"kg"
"1244","JO1038","Feed 3",22.7,"kg"
"1245","JO1038","Feed 4",22.2,"kg"
"1246","JO1039.1","IQR Feed",56,"kg"
"1247","JO1039.1","PRQ Feed",56,"kg"
"1248","JO1039.3","100%LH Feed",43.6,"kg"
"1249","JO1039.3","100%PRQ Feed",43.6,"kg"
"1250","JO1039.3","25%PRQ 75%LH Feed",43.6,"kg"
"1251","JO1039.3","50%PRQ 50%LH Feed",43.6,"kg"
"1252","JO1039.3","75%PRQ 25%LH Feed",43.6,"kg"
"1253","JO1039.5a","TTH 16%FM CFM",22.4,"kg"
"1254","JO1039.5a","TTH 20%FM CFM",22.4,"kg"
"1255","JO1039.5a","TTH 24%FM CFM",22.4,"kg"
"1256","JO1039.5a","TTH 28%FM CFM",22.4,"kg"
"1257","JO1039.5b","TTH 16%FM SFM",22.4,"kg"
"1258","JO1039.5b","TTH 20%FM SFM",22.4,"kg"
"1259","JO1039.5b","TTH 24%FM SFM",22.4,"kg"
"1260","JO1039.5b","TTH 28%FM SFM",22.4,"kg"
"1261","JO1040","UMS WB NSC Feed",15,"kg"
"1262","JO1040","UMTMS Feed",15.7,"kg"
"1263","JO1040","UMTMSWB NSC Feed",15.4,"kg"
"1264","JO1040","UTMS WB NSC Feed",15.5,"kg"
"1265","JO1041","Feed 1",15.6,"kg"
"1266","JO1041","Feed 2",16,"kg"
"1267","JO1041","Feed 3",15.8,"kg"
"1268","JO1041","Feed 4",16.2,"kg"
"1269","JO1041","Feed 5",15.8,"kg"
"1270","JO1042","154MBH 156CM T3",19.7,"kg"
"1271","JO1042","226CM T1",19.72,"kg"
"1272","JO1042","231MBH 120CM T4",19.7,"kg"
"1273","JO1042","308MBH 87CM T5",19.62,"kg"
"1274","JO1042","77MBH 192CM T2",19.68,"kg"
"1275","JO1045","CCH Feed",123.6,"kg"
"1276","JO1045","TRH Feed",120.1,"kg"
"1277","JO1045","TRS Feed",128.8,"kg"
"1278","JO1045","URH Feed",143.8,"kg"
"1279","JO1045","URS Feed",146.9,"kg"
"1280","JO1046","Treated Barley Straw",315.8,"kg"
"1281","JO1046","Untreated Barley Straw",315.8,"kg"
"1282","JO1047","EMWS T4",99.7,"kg"
"1283","JO1047","ULTWS T3",97.8,"kg"
"1284","JO1047","UMTWS T2",101.5,"kg"
"1285","JO1047","UWS T1",98.3,"kg"
"1286","JO1048","F1 Control",10.57,"kg"
"1287","JO1048","F2 25",10.57,"kg"
"1288","JO1048","F3 50",10.57,"kg"
"1289","JO1048","F4 75",10.57,"kg"
"1290","JO1048","F5 100",10.57,"kg"
"1291","JO1049","P0M100 T5",11.5,"kg"
"1292","JO1049","P100M0 T1",11.5,"kg"
"1293","JO1049","P25M75 T4",11.5,"kg"
"1294","JO1049","P50M50 T3",11.5,"kg"
"1295","JO1049","P75M25 T2",11.5,"kg"
"1296","JO1050","CSC33 WB66 Salt1",388.75,"kg"
"1297","JO1050","NSC33 WB66 Salt1",388.75,"kg"
"1298","JO1050","Sole WB",388.75,"kg"
"1299","JO1050","WB UMFB",388.75,"kg"
"1300","JO1051","Feed A",9.68,"kg"
"1301","JO1051","Feed B",9.67,"kg"
"1302","JO1051","Feed C",9.68,"kg"
"1303","JO1051","Feed D",9.51,"kg"
"1304","JO1052","Faba Bean",54.95,"kg"
"1305","JO1052","Field Pea",54.95,"kg"
"1306","JO1052","Soybean Meal",54.95,"kg"
"1307","JO1053","T1 TF WB PP25 NSC75",304,"kg"
"1308","JO1053","T2 TF WB PP50 NSC50",303.6,"kg"
"1309","JO1053","T3 TF WB PP75 NSC25",286.6,"kg"
"1310","JO1053","T4 TF WB PP100",306.2,"kg"
"1311","JO1053","T5 TF WB NSC100",300.8,"kg"
"1312","JO1054","T1 CFM60 BH15 DRS25",13.74,"kg"
"1313","JO1054","T2 CFM60 BH15 CSL25",13.5,"kg"
"1314","JO1054","T3 CFM60 BH15 UR25",13.7,"kg"
"1315","JO1056","G1 CFM50 BS25",18.69,"kg"
"1316","JO1056","G2 CFM50 PMS25",18.67,"kg"
"1317","JO1056","G3 CFM50 PMS50",18.72,"kg"
"1318","JO1057","T1 NP",33.28,"kg"
"1319","JO1057","T2 CF",33.54,"kg"
"1320","JO1057","T3 LF",34.8,"kg"
"1321","JO1057","T4 LF CF",30.21,"kg"
"1322","JO1058","Diet 1",5.53,"kg"
"1323","JO1058","Diet 2",5.72,"kg"
"1324","JO1058","Diet 3",5.87,"kg"
"1325","JO1058","Diet 4",5.93,"kg"
"1326","JO1058","Diet 5",5.9,"kg"
"1327","JO1064","CFM BH",12.67,"kg"
"1328","JO1064","CFM SBHtv BH",12.5,"kg"
"1329","JO1064","CFM SBP BH",12.32,"kg"
"1330","JO1064","CFM SBPcc BH",12.43,"kg"
"1331","JO1064","CFM SBPsc BH",12.61,"kg"
"1332","JO1065","Intervention diet",315.8,"kg"
"1333","JO1065","Untreated Diet",315.8,"kg"
"1334","JO1067","Diet 1",4.09,"kg"
"1335","JO1067","Diet 2",4.11,"kg"
"1336","JO1067","Diet 3",4.08,"kg"
"1337","JO1067","Diet 4",4.11,"kg"
"1338","JO1067","Diet 5",4.06,"kg"
"1339","JO1068","Control",0.05341,"kg"
"1340","JO1068","Diet 2",0.0543,"kg"
"1341","JO1068","Diet 3",0.05333,"kg"
"1342","JO1068","Diet 4",0.05268,"kg"
"1343","JO1069","0 Inclusion",0.65453,"kg"
"1344","JO1069","5 inclusion",0.67685,"kg"
"1345","JO1070","MOLM 0",0.301,"kg"
"1346","JO1070","MOLM 70",0.301,"kg"
"1347","JO1071","Treatment 1",0.02717,"kg"
"1348","JO1071","Treatment 2",0.02729,"kg"
"1349","JO1071","Treatment 3",0.02805,"kg"
"1350","JO1071","Treatment 4",0.02817,"kg"
"1351","JO1073","G0",3,"kg"
"1352","JO1073","G25",2.96,"kg"
"1353","JO1073","G50",3,"kg"
"1354","JO1073","G75",2.96,"kg"
"1355","JO1075","100g Diet 1",0.03939,"kg"
"1356","JO1075","200g Diet 2",0.76859,"kg"
"1357","JO1075","25g Diet 1",0.03964,"kg"
"1358","JO1075","25g Diet 2",0.76156,"kg"
"1359","JO1075","30g Diet 1",0.0401,"kg"
"1360","JO1075","30g Diet 2",0.76049,"kg"
"1361","JO1075","75g Diet 1",0.04003,"kg"
"1362","JO1075","75g Diet 2",0.76872,"kg"
"1363","JO1075","Control 1",0.04073,"kg"
"1364","JO1075","Control 2",0.76387,"kg"
"1365","JO1076","MSC MSM 1.25OMSS s",0.03965,"kg"
"1366","JO1076","MSC MSM 2.5OMSS s",0.03965,"kg"
"1367","JO1076","MSC MSM 5OMSS s",0.03965,"kg"
"1368","JO1076","MSC MSM s",0.03965,"kg"
"1369","JO1076","SBM s",0.03965,"kg"
"1370","JO1078","Control",0.4941,"kg"
"1371","JO1078","Mistletoe",0.5068,"kg"
"1372","JO1078","Moringa",0.5147,"kg"
"1373","JO1078","Phyllanthus",0.4994,"kg"
"1374","JO1079","Block A",8.33,"kg"
"1375","JO1079","Block B",8.33,"kg"
"1376","JO1079","Block C",8.33,"kg"
"1377","JO1079","Block D",8.33,"kg"
"1378","JO1080","Diet 1",7.37,"kg"
"1379","JO1080","Diet 2",7.48,"kg"
"1380","JO1080","Diet 3",7.49,"kg"
"1381","JO1080","Diet 4",7.4,"kg"
"1382","JO1080","Diet 5",7.47,"kg"
"1383","JO1081","Diet 1",19.6,"kg"
"1384","JO1081","Diet 2",19.6,"kg"
"1385","JO1081","Diet 3",19.6,"kg"
"1386","JO1081","Diet 4",19.6,"kg"
"1387","JO1082","Control",37.1,"kg"
"1388","JO1082","DOC",37.1,"kg"
"1389","JO1082","ESOC",37.1,"kg"
"1390","JO1082","SOC",37.1,"kg"
"1391","JO1083","Diet 1",13,"kg"
"1392","JO1083","Diet 2",13,"kg"
"1393","JO1083","Diet 3",13,"kg"
"1394","JO1083","Diet 4",13,"kg"
"1395","JO1083","Diet 5",13,"kg"
"1396","JO1084","Diet 1",23,"kg"
"1397","JO1084","Diet 2",23,"kg"
"1398","JO1085","CD",16.2,"kg"
"1399","JO1085","MKCD",16.7,"kg"
"1400","JO1085","SCD",17.9,"kg"
"1401","JO1086","G1",15.6,"kg"
"1402","JO1086","G2",15.51,"kg"
"1403","JO1086","G3",15.45,"kg"
"1404","JO1087","Diet 1",5.32,"kg"
"1405","JO1087","Diet 2",5.35,"kg"
"1406","JO1087","Diet 3",5.31,"kg"
"1407","JO1087","Diet 4",5.5,"kg"
"1408","JO1087","Diet 5",5.5,"kg"
"1409","JO1088","100g MOBYS PTRRS",8.25,"kg"
"1410","JO1088","100g MOBYS RS",8.1,"kg"
"1411","JO1088","200g MOBYS PTRRS",8.15,"kg"
"1412","JO1088","200g MOBYS RS",8.2,"kg"
"1413","JO1088","300g MOBYS PTRRS",8.1,"kg"
"1414","JO1088","300g MOBYS RS",8.25,"kg"
"1415","JO1089","Ration 1",18.75,"kg"
"1416","JO1089","Ration 2",18.5,"kg"
"1417","JO1089","Ration 3",18.25,"kg"
"1418","JO1090","SIL0 BAM100",417,"kg"
"1419","JO1090","SIL100 BAM0",417,"kg"
"1420","JO1090","SIL25 BAM75",417,"kg"
"1421","JO1090","SIL50 BAM50",417,"kg"
"1422","JO1090","SIL75 BAM25",417,"kg"
"1423","JO1091","CDC",4.22,"kg"
"1424","JO1091","SPVSWB",4.22,"kg"
"1425","JO1092","Diet 1",29.2,"kg"
"1426","JO1092","Diet 2",29.63,"kg"
"1427","JO1092","Diet 3",29.97,"kg"
"1428","JO1093","MSK0",58.39,"kg"
"1429","JO1093","MSK25",58.39,"kg"
"1430","JO1093","MSK50",58.39,"kg"
"1431","JO1094","Diet 1",32.76,"kg"
"1432","JO1094","Diet 2",32.77,"kg"
"1433","JO1094","Diet 3",32.91,"kg"
"1434","JO1095","Diet 1",14.28,"kg"
"1435","JO1095","Diet 2",14.38,"kg"
"1436","JO1095","Diet 3",14.31,"kg"
"1437","JO1095","Diet 4",14.48,"kg"
"1438","JO1095","Diet 5",14.59,"kg"
"1439","JO1096","ABD Diet",26.1,"kg"
"1440","JO1096","CF Diet",26.07,"kg"
"1441","JO1097","Diet 1",450,"kg"
"1442","JO1097","Diet 2",450,"kg"
"1443","JO1097","Diet 3",450,"kg"
"1444","JO1097","Diet 4",450,"kg"
"1445","JO1098","Ration 1",20.02,"kg"
"1446","JO1098","Ration 2",20.5,"kg"
"1447","JO1098","Ration 3",20.3,"kg"
"1448","JO1099","Ration 0",9.93,"kg"
"1449","JO1099","Ration 10",9.93,"kg"
"1450","JO1099","Ration 15",9.95,"kg"
"1451","JO1099","Ration 20",10.02,"kg"
"1452","JO1099","Ration 25",10.02,"kg"
"1453","JO1099","Ration 30",10.01,"kg"
"1454","JS0046","A. africana Diet",16,"kg"
"1455","JS0046","Cotton seed Cake Diet",15.9,"kg"
"1456","JS0046","K. senegalensis Diet",16.7,"kg"
"1457","JS0046","P. erinaceus Diet",15.8,"kg"
"1458","JS0047","SCB Bundle1",1.567,"kg"
"1459","JS0047","SCB Con Bundle2",1.567,"kg"
"1460","JS0047","SFM Bundle1",1.563,"kg"
"1461","JS0047","SFM Bundle2",1.563,"kg"
"1462","JS0047","SO Con Bundle1",1.59,"kg"
"1463","JS0048","A. S. pods",16.52,"kg"
"1464","JS0048","P.L leaves",14.56,"kg"
"1465","JS0048","P.L pods",16.28,"kg"
"1466","JS0048","T Con",15.16,"kg"
"1467","JS0060","Base",193.586666666667,"kg"
"1468","JS0063","100 g Sesame cake",110,"kg"
"1469","JS0063","200 g Cotton Seed",110,"kg"
"1470","JS0063","200 g Sesame cake",110,"kg"
"1471","JS0063","400 g Cotton Seed",110,"kg"
"1472","JS0063","400 g Sesame cake",110,"kg"
"1473","JS0063","800 g Cotton Seed",110,"kg"
"1474","JS0063","Unsupplemented Diet 1",110,"kg"
"1475","JS0063","Unsupplemented Diet 2",110,"kg"
"1476","JS0076","BFM1",0.045,"kg"
"1477","JS0076","BFM2",0.045,"kg"
"1478","JS0076","BFM3",0.045,"kg"
"1479","JS0076","Diet Con",0.045,"kg"
"1480","JS0079.1","Con",0.19,"kg"
"1481","JS0079.1","SDBM1",0.19,"kg"
"1482","JS0079.1","SDBM2",0.19,"kg"
"1483","JS0079.1","SDBM3",0.19,"kg"
"1484","JS0079.2","Con",1.63,"kg"
"1485","JS0079.2","SDBM1",1.58,"kg"
"1486","JS0079.2","SDBM2",1.62,"kg"
"1487","JS0079.2","SDBM3",1.68,"kg"
"1488","JS0081","T1 55% Maize",1.52,"kg"
"1489","JS0081","T2 45% Maize",1.51,"kg"
"1490","JS0081","T3 35% Maize",1.52,"kg"
"1491","JS0093","Diet Con",0.0375,"kg"
"1492","JS0093","PKC1",0.0375,"kg"
"1493","JS0093","PKC2",0.0375,"kg"
"1494","JS0093","PKC3",0.0375,"kg"
"1495","JS0093","PKC4",0.0375,"kg"
"1496","JS0093","PKC5",0.0375,"kg"
"1497","JS0094.1","Con Experiment1",25,"kg"
"1498","JS0094.1","SHC1 Experiment1",25,"kg"
"1499","JS0094.1","SHC2 Experiment1",25,"kg"
"1500","JS0094.1","SHC3 Experiment1",25,"kg"
"1501","JS0094.1","SHC4 Experiment1",25,"kg"
"1502","JS0094.2","Con Experiment2",20,"kg"
"1503","JS0094.2","SHC1 Experiment2",20,"kg"
"1504","JS0094.2","SHC2 Experiment2",20,"kg"
"1505","JS0094.2","SHC3 Experiment2",20,"kg"
"1506","JS0095","100% Straw",8.7,"kg"
"1507","JS0095","40% Straw + 40% molasses + 20% DPM",8.31,"kg"
"1508","JS0095","50% Straw + 40% molasses + 10% DPM",8.71,"kg"
"1509","JS0095","60% Straw + 40% molasses",8.91,"kg"
"1510","JS0112","DY0",0.03426,"kg"
"1511","JS0112","DY1",0.03427,"kg"
"1512","JS0112","DY2",0.03433,"kg"
"1513","JS0112","DY3",0.03426,"kg"
"1514","JS0118","Con Cumin",23.15,"kg"
"1515","JS0118","Jatropha SM 1",23.3,"kg"
"1516","JS0118","Jatropha SM 2",23.23,"kg"
"1517","JS0118","Jatropha SM 3",23.38,"kg"
"1518","JS0119","100% Cull Date",20.93,"kg"
"1519","JS0119","50% Cull Date",18.33,"kg"
"1520","JS0119","75% Cull Date",21.33,"kg"
"1521","JS0119","No Cull Date",16.67,"kg"
"1522","JS0123","Diet Con",1.65,"kg"
"1523","JS0123","JCSM1",1.63,"kg"
"1524","JS0123","JCSM2",1.66,"kg"
"1525","JS0123","JCSM3",1.66,"kg"
"1526","JS0123","JCSM4",1.64,"kg"
"1527","JS0124","Con",0.00187,"kg"
"1528","JS0124","Spirulina1",0.00189,"kg"
"1529","JS0124","Spirulina2",0.00189,"kg"
"1530","JS0124","Spirulina3",0.00188,"kg"
"1531","JS0124","Spirulina4",0.00188,"kg"
"1532","JS0124","Spirulina5",0.00189,"kg"
"1533","JS0125","100% PBM",0.0165,"kg"
"1534","JS0125","20% PBM",0.0165,"kg"
"1535","JS0125","40% PBM",0.0165,"kg"
"1536","JS0125","60% PBM",0.0164,"kg"
"1537","JS0125","80% PBM",0.0165,"kg"
"1538","JS0125","Control",0.0165,"kg"
"1539","JS0134","Con",0.00268,"kg"
"1540","JS0134","Okara1",0.00264,"kg"
"1541","JS0134","Okara2",0.00268,"kg"
"1542","JS0134","Okara3",0.0027,"kg"
"1543","JS0134","Okara4",0.00265,"kg"
"1544","JS0135","CSM0",0.00479,"kg"
"1545","JS0135","CSM100",0.00479,"kg"
"1546","JS0135","CSM25",0.00479,"kg"
"1547","JS0135","CSM50",0.00479,"kg"
"1548","JS0135","CSM75",0.00479,"kg"
"1549","JS0137","Diet Con",0.0011,"kg"
"1550","JS0137","FH10",0.0012,"kg"
"1551","JS0137","FH20",0.0011,"kg"
"1552","JS0137","MF10",0.0011,"kg"
"1553","JS0137","MF20",0.0011,"kg"
"1554","JS0137","RF10",0.0011,"kg"
"1555","JS0137","RF20",0.0011,"kg"
"1556","JS0137","YF10",0.0011,"kg"
"1557","JS0137","YF20",0.0011,"kg"
"1558","JS0139","Con Basal",0.04,"kg"
"1559","JS0139","FM SB Substitution1",0.0397,"kg"
"1560","JS0139","FM SB Substitution2",0.04,"kg"
"1561","JS0139","FM SB Substitution3",0.0393,"kg"
"1562","JS0139","FM SB Substitution4",0.0397,"kg"
"1563","JS0140","PPW 0%",27.6,"kg"
"1564","JS0140","PPW 25%",27.3,"kg"
"1565","JS0140","PPW 50%",27.8,"kg"
"1566","JS0147","Diet Con",35.17,"kg"
"1567","JS0147","GM1 B",31.83,"kg"
"1568","JS0147","GM2 C",34.92,"kg"
"1569","JS0147","GM3 D",30.08,"kg"
"1570","JS0147","GM4 E",34.25,"kg"
"1571","JS0167","Broiler Litter1",168.33,"kg"
"1572","JS0167","Broiler Litter2",167.78,"kg"
"1573","JS0167","Broiler Litter3",160.56,"kg"
"1574","JS0167","Con",170,"kg"
"1575","JS0172","AH + CC",33.3,"kg"
"1576","JS0172","Concentrate + CC",33.7,"kg"
"1577","JS0172","DE + CC",33.3,"kg"
"1578","JS0172","GS + CC",33.5,"kg"
"1579","JS0176","LLM 0",268.4,"kg"
"1580","JS0176","LLM 1.2",396.5,"kg"
"1581","JS0176","LLM 2",365.6,"kg"
"1582","JS0176","LLM 2.6",463.8,"kg"
"1583","JS0177","Diet Con",8.4,"kg"
"1584","JS0177","L3",8.4,"kg"
"1585","JS0177","PP2",8.4,"kg"
"1586","JS0177","S4",8.4,"kg"
"1587","JS0192","H",12.1,"kg"
"1588","JS0192","HL1",13.23,"kg"
"1589","JS0192","HL2",12.87,"kg"
"1590","JS0192","HL3",12.37,"kg"
"1591","JS0193","Trt 1",16.75,"kg"
"1592","JS0193","Trt 2",17.3,"kg"
"1593","JS0193","Trt 3",17.4,"kg"
"1594","JS0196","Albizia BC",9.8,"kg"
"1595","JS0196","Cotton CSC Con",9.9,"kg"
"1596","JS0196","Gliricidia BC",9.8,"kg"
"1597","JS0196","Leucaena BC",9.8,"kg"
"1598","JS0196","Moringa BC",9.8,"kg"
"1599","JS0197","R1 0DLL",11.97,"kg"
"1600","JS0197","R2 15DLL",12.39,"kg"
"1601","JS0197","R3 30DLL",12.52,"kg"
"1602","JS0197","R4 45DLL",13.65,"kg"
"1603","JS0201.1","Con",390,"kg"
"1604","JS0201.1","MUM",390,"kg"
"1605","JS0201.1","NMMB",390,"kg"
"1606","JS0201.2","Con",315,"kg"
"1607","JS0201.2","NMMB",315,"kg"
"1608","JS0205","Hay Con",162,"kg"
"1609","JS0205","Leucaena LLM 1",151,"kg"
"1610","JS0205","Leucaena LLM 2",164,"kg"
"1611","JS0205","Leucaena LLM 3",164,"kg"
"1612","JS0206","LLM",14.8,"kg"
"1613","JS0206","NLM",14.4,"kg"
"1614","JS0206","NPH",14.4,"kg"
"1615","JS0206","PLM",14.7,"kg"
"1616","JS0207","Bundle 1  Treated Straw",1.239,"kg"
"1617","JS0207","Bundle 1 Untreated Straw",1.294,"kg"
"1618","JS0207","Bundle 2 Treated Staw +Hay",1.262,"kg"
"1619","JS0207","Bundle 2 Untreated Staw +Hay",1.239,"kg"
"1620","JS0207","Bundle 2 Untreated Straw",1.294,"kg"
"1621","JS0207","Bundle 3 Treated Straw",1.239,"kg"
"1622","JS0207","Bundle 3 Treated Straw + Hay",1.291,"kg"
"1623","JS0207","Bundle 4 Treated Straw + Hay",1.262,"kg"
"1624","JS0207","Bundle 4 Untreated Straw + Hay",1.291,"kg"
"1625","JS0208","Diet Con UTS Bundle1",12.7,"kg"
"1626","JS0208","Diet Con UTS Bundle2",12.7,"kg"
"1627","JS0208","UTS+Hay UTSH Bundle1",12.7,"kg"
"1628","JS0208","WS Treated TS Bundle2",12.7,"kg"
"1629","JS0208","WS Treated TS Bundle3",12.7,"kg"
"1630","JS0208","WS Treated+Hay TSH Bundle1",12.7,"kg"
"1631","JS0208","WS Treated+Hay TSH Bundle3",12.7,"kg"
"1632","JS0209","Hay Con",23.5,"kg"
"1633","JS0209","Marejea 1",24,"kg"
"1634","JS0209","Marejea 2",21.5,"kg"
"1635","JS0209","Marejea 3",22.4,"kg"
"1636","JS0210.2","15% Marejea Hay",16.4,"kg"
"1637","JS0210.2","30% Marejea Hay",17.8,"kg"
"1638","JS0210.2","45% Marejea Hay",16.7,"kg"
"1639","JS0210.2","No Marejea Hay",18.2,"kg"
"1640","JS0211","T1 0% MOOL",9.4,"kg"
"1641","JS0211","T2 9% MOOL",9,"kg"
"1642","JS0211","T3 27% MOOL",10.8,"kg"
"1643","JS0211","T4 36% MOOL",10.6,"kg"
"1644","JS0215.2","Bundle 1 WN + MB + FM",321,"kg"
"1645","JS0215.2","Bundle 1 WN + Maize Bran",323,"kg"
"1646","JS0215.2","Bundle 2 WN + MO",337,"kg"
"1647","JS0215.2","Bundle 2 WN + MO + FM",308,"kg"
"1648","JS0215.2","Bundle 3 WN + MB + FM",321,"kg"
"1649","JS0215.2","Bundle 3 WN + MO + FM",308,"kg"
"1650","JS0215.2","Bundle 4 WN + MB",323,"kg"
"1651","JS0215.2","Bundle 4 WN + MO",337,"kg"
"1652","JS0226","Cenchrus ciliaris Diet",18.8,"kg"
"1653","JS0226","Millet Forage Diet",17.3,"kg"
"1654","JS0226","Sorghum Forage Diet",19,"kg"
"1655","JS0226","Veldt Grass Diet",17.9,"kg"
"1656","JS0230","Combretum apiculatum",17.8,"kg"
"1657","JS0230","D Con Lucerne",17.8,"kg"
"1658","JS0230","Euclea schimperi",17.8,"kg"
"1659","JS0230","Terminalia serecia",17.8,"kg"
"1660","JS0243","CSC",16.8,"kg"
"1661","JS0243","Con",15.8,"kg"
"1662","JS0243","LSC",16.8,"kg"
"1663","JS0243","NSC",16.1,"kg"
"1664","JS0249","200 g CM",17,"kg"
"1665","JS0249","300 g CM",17,"kg"
"1666","JS0249","400 g CM",17.2,"kg"
"1667","JS0249","Control Diet",16.4,"kg"
"1668","JS0262","Con hay",17,"kg"
"1669","JS0262","T2 Wheat Bran",16.94,"kg"
"1670","JS0262","T3 2Wheat bran:1 NSM",16.52,"kg"
"1671","JS0262","T4 1Wheatbran:2NSM",16.7,"kg"
"1672","JS0262","T5 Noug Seed Meal",16.98,"kg"
